Question,SQL,Result,User_info
"Can you list all lecturers, the department they work for, and the total number of classes they are currently assigned?","SELECT
    U.fullname,
    D.dep_name,
    COUNT(CC.class_course_id) AS number_of_classes_assigned
FROM Lecturers AS L
JOIN Users AS U
    ON L.lecturer_id = U.user_id
JOIN Departments AS D
    ON L.dep_id = D.dep_id
JOIN ClassCourse AS CC
    ON L.lecturer_id = CC.lecturer_id
WHERE CC.semester = 'SU24'
GROUP BY
    U.fullname,
    D.dep_name","[
    {
        ""fullname"": ""Đỗ Việt Anh"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes_assigned"": 1
    },
    {
        ""fullname"": ""Hoàng Việt Sơn"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes_assigned"": 1
    },
    {
        ""fullname"": ""Nguyễn Văn Bình"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Lê Hoàng Long"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Trần Đức Trung"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Phạm Hoài Linh"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Vũ Phương Quyên"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Hồ Thị Phương Thảo"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes_assigned"": 1
    },
    {
        ""fullname"": ""Nguyễn Thị Hoàng"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes_assigned"": 2
    },
    {
        ""fullname"": ""Trần Thị Mai"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes_assigned"": 1
    }
]","Role: Training Manager, ID: TM001"
"Show me a list of all lecturers, their department, and the total number of classes they are assigned to teach.","SELECT
  U.fullname,
  D.dep_name,
  COUNT(CC.class_course_id) AS number_of_classes
FROM Lecturers AS L
JOIN Users AS U
  ON L.lecturer_id = U.user_id
JOIN Departments AS D
  ON L.dep_id = D.dep_id
LEFT JOIN ClassCourse AS CC
  ON L.lecturer_id = CC.lecturer_id
GROUP BY
  L.lecturer_id,
  U.fullname,
  D.dep_name","[
    {
        ""fullname"": ""Nguyễn Văn Bình"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 4
    },
    {
        ""fullname"": ""Nguyễn Thị Hoàng"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 4
    },
    {
        ""fullname"": ""Trần Đức Trung"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Phạm Hoài Linh"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Đỗ Việt Anh"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Trần Thị Mai"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Lê Hoàng Long"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Vũ Phương Quyên"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Hoàng Việt Sơn"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Hồ Thị Phương Thảo"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 3
    }
]","Role: Training Manager, ID: TM001"
"Can you show me a count of classes assigned to each lecturer, along with their name and department?","SELECT
  U.fullname,
  D.dep_name,
  COUNT(CC.class_course_id) AS number_of_classes
FROM ClassCourse AS CC
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
  ON L.lecturer_id = U.user_id
JOIN Departments AS D
  ON L.dep_id = D.dep_id
GROUP BY
  U.fullname,
  D.dep_name","[
    {
        ""fullname"": ""Đỗ Việt Anh"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Hoàng Việt Sơn"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Nguyễn Văn Bình"",
        ""dep_name"": ""Artificial Intelligence"",
        ""number_of_classes"": 4
    },
    {
        ""fullname"": ""Lê Hoàng Long"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Trần Đức Trung"",
        ""dep_name"": ""Computing Fundamental"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Phạm Hoài Linh"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Vũ Phương Quyên"",
        ""dep_name"": ""Information Assurance"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Hồ Thị Phương Thảo"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 3
    },
    {
        ""fullname"": ""Nguyễn Thị Hoàng"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 4
    },
    {
        ""fullname"": ""Trần Thị Mai"",
        ""dep_name"": ""Software Engineering"",
        ""number_of_classes"": 3
    }
]","Role: Training Manager, ID: TM001"
"Show me how many classes each lecturer is assigned to for the SU24 semester, sorted from most to least.","SELECT
  U.fullname,
  COUNT(CC.class_course_id) AS number_of_classes
FROM Users AS U
JOIN Lecturers AS L
  ON U.user_id = L.lecturer_id
JOIN ClassCourse AS CC
  ON L.lecturer_id = CC.lecturer_id
WHERE
  CC.semester = 'SU24'
GROUP BY
  U.user_id,
  U.fullname
ORDER BY
  number_of_classes DESC;","[
    {
        ""fullname"": ""Nguyễn Văn Bình"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Nguyễn Thị Hoàng"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Phạm Hoài Linh"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Lê Hoàng Long"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Vũ Phương Quyên"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Trần Đức Trung"",
        ""number_of_classes"": 2
    },
    {
        ""fullname"": ""Đỗ Việt Anh"",
        ""number_of_classes"": 1
    },
    {
        ""fullname"": ""Hoàng Việt Sơn"",
        ""number_of_classes"": 1
    },
    {
        ""fullname"": ""Hồ Thị Phương Thảo"",
        ""number_of_classes"": 1
    },
    {
        ""fullname"": ""Trần Thị Mai"",
        ""number_of_classes"": 1
    }
]","Role: Training Manager, ID: TM001"
"Which students in my PRF192 class, SE02, passed the course?","SELECT
  U.fullname,
  E.average
FROM Enrollments AS E
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Classes AS Cl
  ON CC.class_id = Cl.class_id
WHERE
  CC.lecturer_id = 'LEC001'
  AND C.course_id = 'PRF192'
  AND Cl.class_name = 'SE02'
  AND E.status = 'Passed'","[
    {
        ""fullname"": ""Trần Diệu My"",
        ""average"": 8.0
    },
    {
        ""fullname"": ""Phan Anh Tuấn"",
        ""average"": 6.5
    },
    {
        ""fullname"": ""Hoàng Minh Đức"",
        ""average"": 8.8
    },
    {
        ""fullname"": ""Lê Thị Thu Trang"",
        ""average"": 5.9
    }
]","Role: Lecturer, ID: LEC001"
"Show me the students who failed my Programming Fundamentals class, AI01, along with their final average score.","SELECT
  U.fullname,
  S.student_id,
  E.average
FROM Enrollments AS E
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Classes AS CL
  ON CC.class_id = CL.class_id
WHERE
  CC.lecturer_id = 'LEC001'
  AND C.course_name = 'Programming Fundamentals'
  AND CL.class_name = 'AI01'
  AND E.status = 'Failed';","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""student_id"": ""HE00002"",
        ""average"": 4.2
    }
]","Role: Lecturer, ID: LEC001"
Show me the names and average scores of all students who failed my Programming Fundamentals class in the SP24 semester.,"SELECT
    U.fullname,
    E.average
FROM
    Enrollments AS E
JOIN
    Users AS U ON E.student_id = U.user_id
JOIN
    ClassCourse AS CC ON E.class_course_id = CC.class_course_id
WHERE
    CC.lecturer_id = 'LEC001'
    AND CC.course_id = 'PRF192'
    AND CC.semester = 'SP24'
    AND E.status = 'Failed'","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""average"": 4.2
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""average"": 3.2
    }
]","Role: Lecturer, ID: LEC001"
Show me the full names and average scores of students who failed my 'Programming Fundamentals' course.,"SELECT
  U.fullname,
  E.average
FROM Enrollments AS E
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
WHERE
  CC.lecturer_id = 'LEC001'
  AND C.course_name = 'Programming Fundamentals'
  AND E.status = 'Failed'","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""average"": 4.2
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""average"": 3.2
    }
]","Role: Lecturer, ID: LEC001"
"Show me the students who failed my PRF192 course in the SP24 semester, along with their final average.","SELECT
  U.fullname,
  S.student_id,
  E.average
FROM Enrollments AS E
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
WHERE
  CC.lecturer_id = 'LEC001'
  AND C.course_id = 'PRF192'
  AND CC.semester = 'SP24'
  AND E.status = 'Failed'","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""student_id"": ""HE00002"",
        ""average"": 4.2
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""student_id"": ""HE00032"",
        ""average"": 3.2
    }
]","Role: Lecturer, ID: LEC001"
"List all students who failed my courses in the SP24 semester, along with the course name and their average score.","SELECT
  U.fullname,
  S.student_id,
  C.course_name,
  E.average
FROM Enrollments AS E
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
WHERE
  CC.lecturer_id = 'LEC001' AND E.status = 'Failed' AND CC.semester = 'SP24';","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""student_id"": ""HE00002"",
        ""course_name"": ""Programming Fundamentals"",
        ""average"": 4.2
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""student_id"": ""HE00032"",
        ""course_name"": ""Programming Fundamentals"",
        ""average"": 3.2
    }
]","Role: Lecturer, ID: LEC001"
"Which students failed my Programming Fundamentals course during the SP24 semester, and what were their final averages?","SELECT
  U.fullname,
  S.student_id,
  E.average
FROM Enrollments AS E
JOIN Students AS S
  ON E.student_id = S.student_id
JOIN Users AS U
  ON S.student_id = U.user_id
JOIN ClassCourse AS CC
  ON E.class_course_id = CC.class_course_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
WHERE
  CC.lecturer_id = 'LEC001'
  AND C.course_name = 'Programming Fundamentals'
  AND E.status = 'Failed'
  AND CC.semester = 'SP24'","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""student_id"": ""HE00002"",
        ""average"": 4.2
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""student_id"": ""HE00032"",
        ""average"": 3.2
    }
]","Role: Lecturer, ID: LEC001"
Which students have failed more than one course? Please show their full name and the total count of failed courses.,"SELECT
  U.fullname,
  COUNT(E.enrollment_id) AS failed_courses_count
FROM Enrollments AS E
JOIN Users AS U
  ON E.student_id = U.user_id
WHERE
  E.status = 'Failed'
GROUP BY
  U.user_id,
  U.fullname
HAVING
  COUNT(E.enrollment_id) > 1","[
    {
        ""fullname"": ""Vương Thị Uyên"",
        ""failed_courses_count"": 2
    },
    {
        ""fullname"": ""Lý Hoàng Nam"",
        ""failed_courses_count"": 2
    }
]","Role: Training Manager, ID: TM001"
"Show me a list of students who have failed one or more courses, along with the total count of failed courses for each.","SELECT
  U.fullname,
  E.student_id,
  COUNT(E.enrollment_id) AS number_of_failed_courses
FROM Enrollments AS E
JOIN Users AS U
  ON E.student_id = U.user_id
WHERE
  E.status = 'Failed'
GROUP BY
  U.fullname,
  E.student_id","[
    {
        ""fullname"": ""Trần Thị Bình"",
        ""student_id"": ""HE00002"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Phạm Thị Dung"",
        ""student_id"": ""HE00004"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Đặng Văn Khánh"",
        ""student_id"": ""HE00007"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Hồ Văn Minh"",
        ""student_id"": ""HE00009"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Phan Văn Sơn"",
        ""student_id"": ""HE00015"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Tăng Văn Toàn"",
        ""student_id"": ""HE00017"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Vương Thị Uyên"",
        ""student_id"": ""HE00020"",
        ""number_of_failed_courses"": 2
    },
    {
        ""fullname"": ""Đỗ Quốc Bảo"",
        ""student_id"": ""HE00027"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Lê Quang Huy"",
        ""student_id"": ""HE00029"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Vũ Thùy Dương"",
        ""student_id"": ""HE00032"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Lê Thị Thu Trang"",
        ""student_id"": ""HE00034"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Bùi Thanh Thảo"",
        ""student_id"": ""HE00040"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Ngô Thùy Linh"",
        ""student_id"": ""HE00042"",
        ""number_of_failed_courses"": 1
    },
    {
        ""fullname"": ""Lý Hoàng Nam"",
        ""student_id"": ""HE00045"",
        ""number_of_failed_courses"": 2
    }
]","Role: Training Manager, ID: TM001"
What are my detailed grades for the 'Programming Fundamentals' course in last semester?,"SELECT
  T3.grade_name,
  T1.grade_value
FROM StudentGradeDetails AS T1
JOIN Enrollments AS T2
  ON T1.enrollment_id = T2.enrollment_id
JOIN CourseGrade AS T3
  ON T1.course_grade_id = T3.course_grade_id
JOIN ClassCourse AS T4
  ON T2.class_course_id = T4.class_course_id
JOIN Courses AS T5
  ON T4.course_id = T5.course_id
WHERE
  T4.semester = 'SP24'
  AND T2.student_id = 'HE00001'
  AND T5.course_name = 'Programming Fundamentals'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 8.0
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": 0.0
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 7.0
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": 8.0
    }
]","Role: Student, ID: HE00001"
What are my grades for the 'Programming Fundamentals' course in last semester?,"SELECT
  T3.grade_name,
  T1.grade_value
FROM StudentGradeDetails AS T1
JOIN Enrollments AS T2
  ON T1.enrollment_id = T2.enrollment_id
JOIN CourseGrade AS T3
  ON T1.course_grade_id = T3.course_grade_id
JOIN ClassCourse AS T4
  ON T2.class_course_id = T4.class_course_id
JOIN Courses AS T5
  ON T4.course_id = T5.course_id
WHERE
  T4.semester = 'SP24'
  AND T2.student_id = 'HE00001'
  AND T5.course_name = 'Programming Fundamentals'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 8.0
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": 0.0
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 7.0
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": 8.0
    }
]","Role: Student, ID: HE00001"
What were my scores for each graded component in the Data Structures and Algorithms course in last semester?,"SELECT
    T4.grade_name,
    T1.grade_value,
    T1.comment
FROM StudentGradeDetails AS T1
INNER JOIN Enrollments AS T2
    ON T1.enrollment_id = T2.enrollment_id
INNER JOIN ClassCourse AS T3
    ON T2.class_course_id = T3.class_course_id
INNER JOIN CourseGrade AS T4
    ON T1.course_grade_id = T4.course_grade_id
INNER JOIN Courses AS T5
    ON T3.course_id = T5.course_id
WHERE
    T3.semester = 'SP24'
    AND T2.student_id = 'HE00001'
    AND T5.course_name = 'Data Structures and Algorithms'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 8.5,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": 0.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": 7.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": 8.5,
        ""comment"": ""Grade Recorded""
    }
]","Role: Student, ID: HE00001"
What were my scores for the assignments in the Artificial Intelligence and Machine Learning course in this semester?,"SELECT
    T3.grade_name,
    T1.grade_value
FROM StudentGradeDetails AS T1
JOIN Enrollments AS T2
    ON T1.enrollment_id = T2.enrollment_id
JOIN CourseGrade AS T3
    ON T1.course_grade_id = T3.course_grade_id
JOIN ClassCourse AS T4
    ON T2.class_course_id = T4.class_course_id
JOIN Courses AS T5
    ON T4.course_id = T5.course_id
WHERE
    T4.semester = 'SU24'
    AND T2.student_id = 'HE00001'
    AND T5.course_name = 'Artificial Intelligence and Machine Learning'
    AND T3.grade_name LIKE '%Assignment%'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 9.0
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_value"": 7.5
    }
]","Role: Student, ID: HE00001"
What are my assignment and lab scores for the AIL301 course in this semester?,"SELECT
  T3.grade_name,
  T2.grade_value
FROM Enrollments AS T1
INNER JOIN StudentGradeDetails AS T2
  ON T1.enrollment_id = T2.enrollment_id
INNER JOIN CourseGrade AS T3
  ON T2.course_grade_id = T3.course_grade_id
INNER JOIN
    ClassCourse AS T4 ON T1.class_course_id = T4.class_course_id
WHERE
  T4.semester = 'SU24'
  AND T1.student_id = 'HE00001'
  AND T1.class_course_id LIKE '%AIL301%'
  AND (
    T3.grade_name LIKE '%Assignment%'
    OR T3.grade_name LIKE '%Lab%'
  );","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 9.0
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 8.0
    }
]","Role: Student, ID: HE00001"
What are my grades for the assignments in the Artificial Intelligence and Machine Learning course in this semester?,"SELECT
  T3.grade_name,
  T1.grade_value,
  T1.comment
FROM StudentGradeDetails AS T1
INNER JOIN CourseGrade AS T3
  ON T1.course_grade_id = T3.course_grade_id
INNER JOIN Enrollments AS T2
  ON T1.enrollment_id = T2.enrollment_id
INNER JOIN ClassCourse AS T4
  ON T2.class_course_id = T4.class_course_id
INNER JOIN Courses AS T5
  ON T4.course_id = T5.course_id
WHERE
  T4.semester = 'SU24'
  AND T2.student_id = 'HE00001'
  AND T5.course_name = 'Artificial Intelligence and Machine Learning'
  AND T3.grade_name LIKE '%Assignment%'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 9.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_value"": 7.5,
        ""comment"": ""Grade Recorded""
    }
]","Role: Student, ID: HE00001"
What are my detailed grades for the 'Artificial Intelligence and Machine Learning' course in this semester?,"SELECT
  T3.grade_name,
  T1.grade_value,
  T1.comment
FROM StudentGradeDetails AS T1
INNER JOIN Enrollments AS T2
  ON T1.enrollment_id = T2.enrollment_id
INNER JOIN CourseGrade AS T3
  ON T1.course_grade_id = T3.course_grade_id
INNER JOIN ClassCourse AS T4
  ON T2.class_course_id = T4.class_course_id
INNER JOIN Courses AS T5
  ON T4.course_id = T5.course_id
WHERE
  T4.semester = 'SU24'
  AND T2.student_id = 'HE00001'
  AND T5.course_name = 'Artificial Intelligence and Machine Learning';","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 9.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_value"": 7.5,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    }
]","Role: Student, ID: HE00001"
What are the component grades for my 'Artificial Intelligence and Machine Learning' course in this semester?,"SELECT
  T3.grade_name,
  T1.grade_value,
  T3.grade_weight,
  T1.comment
FROM StudentGradeDetails AS T1
JOIN Enrollments AS T2
  ON T1.enrollment_id = T2.enrollment_id
JOIN CourseGrade AS T3
  ON T1.course_grade_id = T3.course_grade_id
JOIN ClassCourse AS T4
  ON T2.class_course_id = T4.class_course_id
JOIN Courses AS T5
  ON T4.course_id = T5.course_id
WHERE
  T4.semester = 'SU24'
  AND T2.student_id = 'HE00001'
  AND T5.course_name = 'Artificial Intelligence and Machine Learning'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_value"": 9.0,
        ""grade_weight"": 0.1,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_value"": 7.5,
        ""grade_weight"": 0.1,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_value"": null,
        ""grade_weight"": 0.5,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_value"": null,
        ""grade_weight"": 0.5,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_value"": 8.0,
        ""grade_weight"": 0.1,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_value"": null,
        ""grade_weight"": 0.1,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_value"": null,
        ""grade_weight"": 0.1,
        ""comment"": ""Awaiting Grade""
    }
]","Role: Student, ID: HE00001"
"Show me the grading breakdown for my Artificial Intelligence and Machine Learning course, including the weight of each component.","SELECT
  T3.grade_name,
  T3.grade_weight
FROM Enrollments AS T1
JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
JOIN CourseGrade AS T3
  ON T2.course_id = T3.course_id
JOIN Courses AS T4
  ON T2.course_id = T4.course_id
WHERE
  T1.student_id = 'HE00001'
  AND T4.course_name = 'Artificial Intelligence and Machine Learning'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_weight"": 0.1
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_weight"": 0.1
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_weight"": 0.5
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_weight"": 0.5
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_weight"": 0.1
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_weight"": 0.1
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_weight"": 0.1
    }
]","Role: Student, ID: HE00001"
What are my detailed grades for the Artificial Intelligence and Machine Learning course in this semester?,"SELECT
  T3.grade_name,
  T3.grade_weight,
  T2.grade_value,
  T2.comment
FROM Enrollments AS T1
JOIN StudentGradeDetails AS T2
  ON T1.enrollment_id = T2.enrollment_id
JOIN CourseGrade AS T3
  ON T2.course_grade_id = T3.course_grade_id
JOIN ClassCourse AS T4
  ON T1.class_course_id = T4.class_course_id
WHERE
  T4.semester = 'SU24'
  AND T1.student_id = 'HE00001' AND T4.course_id = 'AIL301'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_weight"": 0.1,
        ""grade_value"": 9.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Assignment 2"",
        ""grade_weight"": 0.1,
        ""grade_value"": 7.5,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_weight"": 0.5,
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_weight"": 0.5,
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_weight"": 0.1,
        ""grade_value"": 8.0,
        ""comment"": ""Grade Recorded""
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_weight"": 0.1,
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_weight"": 0.1,
        ""grade_value"": null,
        ""comment"": ""Awaiting Grade""
    }
]","Role: Student, ID: HE00001"
What are my detailed grades for the Programming Fundamentals course in last semester?,"SELECT
    CG.grade_name,
    CG.grade_weight,
    SGD.grade_value
FROM
    Enrollments AS E
JOIN
    StudentGradeDetails AS SGD ON E.enrollment_id = SGD.enrollment_id
JOIN
    CourseGrade AS CG ON SGD.course_grade_id = CG.course_grade_id
JOIN
    Courses AS C ON CG.course_id = C.course_id
JOIN
        ClassCourse AS CC ON E.class_course_id = CC.class_course_id
WHERE
  CC.semester = 'SP24'
  AND E.student_id = 'HE00001' AND C.course_name = 'Programming Fundamentals'","[
    {
        ""grade_name"": ""Assignment 1"",
        ""grade_weight"": 0.2,
        ""grade_value"": 8.0
    },
    {
        ""grade_name"": ""Final Exam"",
        ""grade_weight"": 0.4,
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Final Resit"",
        ""grade_weight"": 0.4,
        ""grade_value"": 0.0
    },
    {
        ""grade_name"": ""Lab 1"",
        ""grade_weight"": 0.15,
        ""grade_value"": 7.0
    },
    {
        ""grade_name"": ""Progress Test 1"",
        ""grade_weight"": 0.15,
        ""grade_value"": 7.5
    },
    {
        ""grade_name"": ""Progress Test 2"",
        ""grade_weight"": 0.1,
        ""grade_value"": 8.0
    }
]","Role: Student, ID: HE00001"
