Category,Question,SQL,Result,Condition,Table Used,Element
Lecturers,"Find the lecturers whose code contains ""LEC"".","SELECT
  L.lecturer_id,
  U.fullname
FROM Lecturers AS L
JOIN Users as U ON L.lecturer_id = U.user_id
WHERE
  L.lecturer_id LIKE 'LEC%';","[
    {
        ""lecturer_id"": ""LEC005"",
        ""fullname"": ""Đỗ Việt Anh""
    },
    {
        ""lecturer_id"": ""LEC001"",
        ""fullname"": ""Nguyễn Văn Bình""
    },
    {
        ""lecturer_id"": ""LEC002"",
        ""fullname"": ""Nguyễn Thị Hoàng""
    },
    {
        ""lecturer_id"": ""LEC004"",
        ""fullname"": ""Phạm Hoài Linh""
    },
    {
        ""lecturer_id"": ""LEC007"",
        ""fullname"": ""Lê Hoàng Long""
    },
    {
        ""lecturer_id"": ""LEC006"",
        ""fullname"": ""Trần Thị Mai""
    },
    {
        ""lecturer_id"": ""LEC008"",
        ""fullname"": ""Vũ Phương Quyên""
    },
    {
        ""lecturer_id"": ""LEC009"",
        ""fullname"": ""Hoàng Việt Sơn""
    },
    {
        ""lecturer_id"": ""LEC010"",
        ""fullname"": ""Hồ Thị Phương Thảo""
    },
    {
        ""lecturer_id"": ""LEC003"",
        ""fullname"": ""Trần Đức Trung""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Lecturers', 'Users']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Course and Class Relationships,Find lecturers and course names associated with classes having over 8 students.,"SELECT DISTINCT
  U.fullname AS LecturerName,
  C.course_name AS CourseName
FROM ClassCourse AS CC
JOIN Enrollments AS E
  ON CC.class_course_id = E.class_course_id
JOIN Lecturers AS L
  ON CC.lecturer_id = L.lecturer_id
JOIN Users AS U
  ON L.lecturer_id = U.user_id
JOIN Courses AS C
  ON CC.course_id = C.course_id
GROUP BY
  CC.class_course_id,
  U.fullname,
  C.course_name
HAVING
  COUNT(E.student_id) > 8;","[
    {
        ""LecturerName"": ""Lê Hoàng Long"",
        ""CourseName"": ""Artificial Intelligence and Machine Learning""
    },
    {
        ""LecturerName"": ""Vũ Phương Quyên"",
        ""CourseName"": ""Natural Language Processing""
    },
    {
        ""LecturerName"": ""Trần Đức Trung"",
        ""CourseName"": ""Software Engineering Principles""
    },
    {
        ""LecturerName"": ""Phạm Hoài Linh"",
        ""CourseName"": ""Software Project Management""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments', 'Lecturers', 'Users']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Curriculums,List all of the academic programs.,"SELECT
  major_id,
  course_id
FROM Curriculums;","[
    {
        ""major_id"": ""AI"",
        ""course_id"": ""AIE303""
    },
    {
        ""major_id"": ""AI"",
        ""course_id"": ""AIL301""
    },
    {
        ""major_id"": ""AI"",
        ""course_id"": ""AIV304""
    },
    {
        ""major_id"": ""AI"",
        ""course_id"": ""CSD201""
    },
    {
        ""major_id"": ""AI"",
        ""course_id"": ""NLP302""
    },
    {
        ""major_id"": ""AI"",
        ""course_id"": ""PRF192""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""CNW203""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""CSD201""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""DBI202""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""OSG202""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""PPL204""
    },
    {
        ""major_id"": ""CS"",
        ""course_id"": ""TOC201""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""CRY303""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""DBI202""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""IAS301""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""ISS304""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""NET302""
    },
    {
        ""major_id"": ""IA"",
        ""course_id"": ""PRF192""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""MAD101""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""PRF192""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""PRJ302""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""SDE303""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""SWE301""
    },
    {
        ""major_id"": ""SE"",
        ""course_id"": ""SWT304""
    }
]","{""role"": ""Student"", ""identity"": []}",['Curriculums'],"['FROM', 'SELECT']"
Majors,List all the majors offered.,"SELECT
  major_id,
  major_name
FROM Majors;","[
    {
        ""major_id"": ""AI"",
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""major_id"": ""CS"",
        ""major_name"": ""Computer Science""
    },
    {
        ""major_id"": ""IA"",
        ""major_name"": ""Information Assurance""
    },
    {
        ""major_id"": ""SE"",
        ""major_name"": ""Software Engineering""
    }
]","{""role"": ""Student"", ""identity"": []}",['Majors'],"['FROM', 'SELECT']"
Majors,Which major starts with the letter 'I'?,"SELECT
  major_id,
  major_name
FROM Majors
WHERE
  major_name LIKE 'I%';","[
    {
        ""major_id"": ""IA"",
        ""major_name"": ""Information Assurance""
    }
]","{""role"": ""Student"", ""identity"": []}",['Majors'],"['FROM', 'SELECT', 'WHERE']"
User/Student Information,What is my major?,"SELECT
  M.major_name
FROM Students AS S
JOIN Majors AS M
  ON S.major_id = M.major_id
WHERE
  S.student_id = 'HE00001';","[
    {
        ""major_name"": ""Artificial Intelligence""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}","['Majors', 'Students']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Which majors require more than 5 courses?,"SELECT
  m.major_name
FROM Curriculums AS c
JOIN Majors AS m
  ON c.major_id = m.major_id
GROUP BY
  m.major_name
HAVING
  COUNT(DISTINCT c.course_id) > 5;","[
    {
        ""major_name"": ""Artificial Intelligence""
    },
    {
        ""major_name"": ""Computer Science""
    },
    {
        ""major_name"": ""Information Assurance""
    },
    {
        ""major_name"": ""Software Engineering""
    }
]","{""role"": ""Student"", ""identity"": []}","['Curriculums', 'Majors']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Show the major names and the names of their required courses.,"SELECT
  m.major_name,
  c.course_name
FROM Curriculums AS cu
JOIN Majors AS m
  ON cu.major_id = m.major_id
JOIN Courses AS c
  ON cu.course_id = c.course_id;","[
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""AI Ethics and Society""
    },
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""Artificial Intelligence and Machine Learning""
    },
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""AI in Vision""
    },
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""Data Structures and Algorithms""
    },
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""Natural Language Processing""
    },
    {
        ""major_name"": ""Artificial Intelligence"",
        ""course_name"": ""Programming Fundamentals""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Computer Networks""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Data Structures and Algorithms""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Database Systems""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Operating Systems""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Programming Paradigms""
    },
    {
        ""major_name"": ""Computer Science"",
        ""course_name"": ""Theory of Computation""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Cryptography""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Database Systems""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Information Assurance and Security""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Information Security Systems""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Network Security""
    },
    {
        ""major_name"": ""Information Assurance"",
        ""course_name"": ""Programming Fundamentals""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Mathematics for Developers""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Programming Fundamentals""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Software Project Management""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Software Design and Architecture""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Software Engineering Principles""
    },
    {
        ""major_name"": ""Software Engineering"",
        ""course_name"": ""Software Testing and Quality Assurance""
    }
]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Show the list of majors and how many courses each has.,"SELECT
  m.major_name,
  COUNT(c.course_id) AS num_courses
FROM Majors AS m
JOIN Curriculums AS c
  ON m.major_id = c.major_id
GROUP BY
  m.major_name;","[
    {
        ""major_name"": ""Artificial Intelligence"",
        ""num_courses"": 6
    },
    {
        ""major_name"": ""Computer Science"",
        ""num_courses"": 6
    },
    {
        ""major_name"": ""Information Assurance"",
        ""num_courses"": 6
    },
    {
        ""major_name"": ""Software Engineering"",
        ""num_courses"": 6
    }
]","{""role"": ""Student"", ""identity"": []}","['Curriculums', 'Majors']","['AS', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'SELECT']"
Curriculum and Majors,Which major has the most number of courses?,"SELECT TOP 1 WITH TIES
    M.major_name,
    COUNT(C.course_id) AS NumberOfCourses
FROM
    Majors M
JOIN Curriculums CU ON M.major_id = CU.major_id
JOIN Courses C ON CU.course_id = C.course_id
GROUP BY
    M.major_name
ORDER BY
    NumberOfCourses DESC;","[
    {
        ""major_name"": ""Artificial Intelligence"",
        ""NumberOfCourses"": 6
    },
    {
        ""major_name"": ""Computer Science"",
        ""NumberOfCourses"": 6
    },
    {
        ""major_name"": ""Information Assurance"",
        ""NumberOfCourses"": 6
    },
    {
        ""major_name"": ""Software Engineering"",
        ""NumberOfCourses"": 6
    }
]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums', 'Majors']","['AS', 'DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WITH']"
User/Student Information,Which major has the fewest students?,"SELECT TOP 1 WITH TIES
    M.major_name
FROM Students AS S
         JOIN Majors AS M
              ON S.major_id = M.major_id
GROUP BY
    M.major_name
ORDER BY
    COUNT(DISTINCT S.student_id);","[
    {
        ""major_name"": ""Computer Science""
    },
    {
        ""major_name"": ""Information Assurance""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Majors', 'Students']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WITH']"
Schedules,How many classes are held room 'R001' in this semester?,"SELECT
  COUNT(DISTINCT T1.class_course_id) AS NumberOfClasses
FROM Schedules AS T1
JOIN ClassCourse AS T2
  ON T1.class_course_id = T2.class_course_id
WHERE
  T1.room = 'R001' AND T2.semester = 'SP25'; ","[
    {
        ""NumberOfClasses"": 0
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,How many classes does Professor Giang teach this semester?,"SELECT
  COUNT(DISTINCT T2.class_id) AS NumberOfClasses
FROM Lecturers AS T1
INNER JOIN ClassCourse AS T2
  ON T1.lecturer_id = T2.lecturer_id
INNER JOIN Users AS T3
  ON T1.lecturer_id = T3.user_id
WHERE
  T3.fullname = 'Giang' AND T2.semester = 'SU24';","[
    {
        ""NumberOfClasses"": 0
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Lecturers', 'Users']","['AND', 'AS', 'DISTINCT', 'FROM', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Roles and Permissions,What are the permissions for the 'Student' role?,"SELECT P.permission_name
FROM Roles AS R
JOIN RolePermission AS RP ON R.role_id = RP.role_id
JOIN Permissions AS P ON RP.permission_id = P.permission_id
WHERE R.role_name = 'Student';","[
    {
        ""permission_name"": ""View all majors""
    },
    {
        ""permission_name"": ""View courses in curriculums""
    },
    {
        ""permission_name"": ""View course details""
    },
    {
        ""permission_name"": ""View course grade structure""
    },
    {
        ""permission_name"": ""View own personal information""
    },
    {
        ""permission_name"": ""View own major information""
    },
    {
        ""permission_name"": ""View own enrolled class courses""
    },
    {
        ""permission_name"": ""View classmates in enrolled class courses""
    },
    {
        ""permission_name"": ""View own class course schedules""
    },
    {
        ""permission_name"": ""View own attendance status""
    },
    {
        ""permission_name"": ""View own grade details""
    },
    {
        ""permission_name"": ""View own enrollment average and status""
    },
    {
        ""permission_name"": ""View own lecturers basic information""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Permissions', 'RolePermission', 'Roles']","['AS', 'FROM', 'JOIN', 'ON', 'ROLES', 'SELECT', 'WHERE']"
Roles and Permissions,Which roles have the most permissions?,"SELECT TOP 1 WITH TIES R.role_name
FROM Roles AS R
JOIN RolePermission AS RP ON R.role_id = RP.role_id
GROUP BY R.role_name
ORDER BY COUNT(RP.permission_id) DESC;","[
    {
        ""role_name"": ""Lecturer""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['RolePermission', 'Roles']","['AS', 'DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'ROLES', 'SELECT', 'WITH']"
User/Student Information,What is my role?,"SELECT T2.role_name
FROM UserRole AS T1
INNER JOIN Roles AS T2
  ON T1.role_id = T2.role_id
WHERE
  T1.user_id = 'HE00001';","[
    {
        ""role_name"": ""Student""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}","['Roles', 'UserRole']","['AS', 'FROM', 'INNER JOIN', 'ON', 'ROLES', 'SELECT', 'WHERE']"
Schedules,What is the number of classes held in each classroom this semester?,"SELECT
  s.room,
  COUNT(DISTINCT cc.class_id) AS class_count
FROM Schedules AS s
JOIN ClassCourse AS cc
  ON s.class_course_id = cc.class_course_id
WHERE cc.semester = 'SU24'
GROUP BY s.room
ORDER BY
  s.room;","[
    {
        ""room"": ""R001"",
        ""class_count"": 4
    },
    {
        ""room"": ""R002"",
        ""class_count"": 3
    },
    {
        ""room"": ""R003"",
        ""class_count"": 3
    },
    {
        ""room"": ""R004"",
        ""class_count"": 3
    },
    {
        ""room"": ""R005"",
        ""class_count"": 3
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Schedules']","['AS', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE']"
User/Student Information,When did I start studying at the school?,"SELECT start_date
FROM Students
WHERE student_id = 'HE00001';","[
    {
        ""start_date"": ""2023-09-04""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}",['Students'],"['FROM', 'SELECT', 'WHERE']"
User/Student Information,What was the first semester I studied at the school?,"SELECT start_semester
FROM Students
WHERE student_id = 'HE00001';","[
    {
        ""start_semester"": ""FA23""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}",['Students'],"['FROM', 'SELECT', 'WHERE']"
Attendance,Do I have any scheduled classes in the near future?,"SELECT
    S.start_time,
    C.course_name,
    CL.class_id,
    S.room
FROM
    Schedules AS S
JOIN ClassCourse AS CC ON S.class_course_id = CC.class_course_id
JOIN Courses AS C ON CC.course_id = C.course_id
JOIN Classes AS CL ON CC.class_id = CL.class_id
JOIN Enrollments AS E ON CC.class_course_id = E.class_course_id
JOIN Students AS ST ON E.student_id = ST.student_id
JOIN Users AS U ON ST.student_id = U.user_id
WHERE U.user_id = 'HE00001' AND S.start_time > '2024-06-15';","[
    {
        ""start_time"": ""2024-07-08 07:30:00"",
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R001""
    },
    {
        ""start_time"": ""2024-06-17 07:30:00"",
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R001""
    },
    {
        ""start_time"": ""2024-06-24 07:30:00"",
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R001""
    },
    {
        ""start_time"": ""2024-07-01 07:30:00"",
        ""course_name"": ""Artificial Intelligence and Machine Learning"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R001""
    },
    {
        ""start_time"": ""2024-07-09 07:30:00"",
        ""course_name"": ""Natural Language Processing"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R002""
    },
    {
        ""start_time"": ""2024-06-18 07:30:00"",
        ""course_name"": ""Natural Language Processing"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R002""
    },
    {
        ""start_time"": ""2024-06-25 07:30:00"",
        ""course_name"": ""Natural Language Processing"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R002""
    },
    {
        ""start_time"": ""2024-07-02 07:30:00"",
        ""course_name"": ""Natural Language Processing"",
        ""class_id"": ""AI_K1_FA23"",
        ""room"": ""R002""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}","['ClassCourse', 'Classes', 'Courses', 'Enrollments', 'Schedules', 'Students', 'Users']","['AND', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
User/Student Information,What is my student ID?,Select student_id from Students where student_id='HE00001',"[
    {
        ""student_id"": ""HE00001""
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}",['Students'],"['FROM', 'SELECT', 'WHERE']"
Attendance,"Which students have been marked 'Absent' in any class, show their student ID","SELECT DISTINCT
  S.student_id
FROM Students AS S
JOIN Enrollments AS E
  ON S.student_id = E.student_id
JOIN Attendance AS A
  ON E.enrollment_id = A.enrollment_id
WHERE
  A.status = 'Absent';","[
    {
        ""student_id"": ""HE00001""
    },
    {
        ""student_id"": ""HE00002""
    },
    {
        ""student_id"": ""HE00003""
    },
    {
        ""student_id"": ""HE00004""
    },
    {
        ""student_id"": ""HE00005""
    },
    {
        ""student_id"": ""HE00006""
    },
    {
        ""student_id"": ""HE00007""
    },
    {
        ""student_id"": ""HE00008""
    },
    {
        ""student_id"": ""HE00009""
    },
    {
        ""student_id"": ""HE00010""
    },
    {
        ""student_id"": ""HE00011""
    },
    {
        ""student_id"": ""HE00012""
    },
    {
        ""student_id"": ""HE00013""
    },
    {
        ""student_id"": ""HE00014""
    },
    {
        ""student_id"": ""HE00015""
    },
    {
        ""student_id"": ""HE00016""
    },
    {
        ""student_id"": ""HE00017""
    },
    {
        ""student_id"": ""HE00018""
    },
    {
        ""student_id"": ""HE00019""
    },
    {
        ""student_id"": ""HE00020""
    },
    {
        ""student_id"": ""HE00022""
    },
    {
        ""student_id"": ""HE00023""
    },
    {
        ""student_id"": ""HE00024""
    },
    {
        ""student_id"": ""HE00025""
    },
    {
        ""student_id"": ""HE00026""
    },
    {
        ""student_id"": ""HE00027""
    },
    {
        ""student_id"": ""HE00028""
    },
    {
        ""student_id"": ""HE00029""
    },
    {
        ""student_id"": ""HE00030""
    },
    {
        ""student_id"": ""HE00031""
    },
    {
        ""student_id"": ""HE00032""
    },
    {
        ""student_id"": ""HE00034""
    },
    {
        ""student_id"": ""HE00035""
    },
    {
        ""student_id"": ""HE00036""
    },
    {
        ""student_id"": ""HE00037""
    },
    {
        ""student_id"": ""HE00038""
    },
    {
        ""student_id"": ""HE00039""
    },
    {
        ""student_id"": ""HE00040""
    },
    {
        ""student_id"": ""HE00041""
    },
    {
        ""student_id"": ""HE00042""
    },
    {
        ""student_id"": ""HE00043""
    },
    {
        ""student_id"": ""HE00044""
    },
    {
        ""student_id"": ""HE00045""
    },
    {
        ""student_id"": ""HE00046""
    },
    {
        ""student_id"": ""HE00047""
    },
    {
        ""student_id"": ""HE00048""
    },
    {
        ""student_id"": ""HE00049""
    },
    {
        ""student_id"": ""HE00050""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Attendance', 'Enrollments', 'Students']","['AS', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
User/Student Information,List all students.,"SELECT
  S.student_id,
  U.fullname
FROM Students AS S
JOIN Users AS U
  ON S.student_id = U.user_id;","[
    {
        ""student_id"": ""HE00001"",
        ""fullname"": ""Nguyễn Văn An""
    },
    {
        ""student_id"": ""HE00002"",
        ""fullname"": ""Trần Thị Bình""
    },
    {
        ""student_id"": ""HE00003"",
        ""fullname"": ""Lê Văn Cường""
    },
    {
        ""student_id"": ""HE00004"",
        ""fullname"": ""Phạm Thị Dung""
    },
    {
        ""student_id"": ""HE00005"",
        ""fullname"": ""Hoàng Văn Giang""
    },
    {
        ""student_id"": ""HE00006"",
        ""fullname"": ""Vũ Thị Hương""
    },
    {
        ""student_id"": ""HE00007"",
        ""fullname"": ""Đặng Văn Khánh""
    },
    {
        ""student_id"": ""HE00008"",
        ""fullname"": ""Bùi Thị Lan""
    },
    {
        ""student_id"": ""HE00009"",
        ""fullname"": ""Hồ Văn Minh""
    },
    {
        ""student_id"": ""HE00010"",
        ""fullname"": ""Ngô Thị Nga""
    },
    {
        ""student_id"": ""HE00011"",
        ""fullname"": ""Dương Văn Oai""
    },
    {
        ""student_id"": ""HE00012"",
        ""fullname"": ""Đoàn Thị Phượng""
    },
    {
        ""student_id"": ""HE00013"",
        ""fullname"": ""Lý Văn Quân""
    },
    {
        ""student_id"": ""HE00014"",
        ""fullname"": ""Mai Thị Quỳnh""
    },
    {
        ""student_id"": ""HE00015"",
        ""fullname"": ""Phan Văn Sơn""
    },
    {
        ""student_id"": ""HE00016"",
        ""fullname"": ""Châu Thị Thảo""
    },
    {
        ""student_id"": ""HE00017"",
        ""fullname"": ""Tăng Văn Toàn""
    },
    {
        ""student_id"": ""HE00018"",
        ""fullname"": ""Kiều Thị Trinh""
    },
    {
        ""student_id"": ""HE00019"",
        ""fullname"": ""Trịnh Văn Tuấn""
    },
    {
        ""student_id"": ""HE00020"",
        ""fullname"": ""Vương Thị Uyên""
    },
    {
        ""student_id"": ""HE00021"",
        ""fullname"": ""Nguyễn Đình Anh""
    },
    {
        ""student_id"": ""HE00022"",
        ""fullname"": ""Lê Ngọc Bích""
    },
    {
        ""student_id"": ""HE00023"",
        ""fullname"": ""Trần Minh Chiến""
    },
    {
        ""student_id"": ""HE00024"",
        ""fullname"": ""Phạm Thu Diệu""
    },
    {
        ""student_id"": ""HE00025"",
        ""fullname"": ""Võ Thành Đạt""
    },
    {
        ""student_id"": ""HE00026"",
        ""fullname"": ""Hoàng Thị Kim Anh""
    },
    {
        ""student_id"": ""HE00027"",
        ""fullname"": ""Đỗ Quốc Bảo""
    },
    {
        ""student_id"": ""HE00028"",
        ""fullname"": ""Nguyễn Phương Linh""
    },
    {
        ""student_id"": ""HE00029"",
        ""fullname"": ""Lê Quang Huy""
    },
    {
        ""student_id"": ""HE00030"",
        ""fullname"": ""Trần Diệu My""
    },
    {
        ""student_id"": ""HE00031"",
        ""fullname"": ""Phan Anh Tuấn""
    },
    {
        ""student_id"": ""HE00032"",
        ""fullname"": ""Vũ Thùy Dương""
    },
    {
        ""student_id"": ""HE00033"",
        ""fullname"": ""Hoàng Minh Đức""
    },
    {
        ""student_id"": ""HE00034"",
        ""fullname"": ""Lê Thị Thu Trang""
    },
    {
        ""student_id"": ""HE00035"",
        ""fullname"": ""Nguyễn Tiến Dũng""
    },
    {
        ""student_id"": ""HE00036"",
        ""fullname"": ""Trần Ngọc Mai""
    },
    {
        ""student_id"": ""HE00037"",
        ""fullname"": ""Phạm Văn Hải""
    },
    {
        ""student_id"": ""HE00038"",
        ""fullname"": ""Võ Thị Kim Chi""
    },
    {
        ""student_id"": ""HE00039"",
        ""fullname"": ""Đặng Minh Khôi""
    },
    {
        ""student_id"": ""HE00040"",
        ""fullname"": ""Bùi Thanh Thảo""
    },
    {
        ""student_id"": ""HE00041"",
        ""fullname"": ""Hồ Đức Anh""
    },
    {
        ""student_id"": ""HE00042"",
        ""fullname"": ""Ngô Thùy Linh""
    },
    {
        ""student_id"": ""HE00043"",
        ""fullname"": ""Dương Công Thành""
    },
    {
        ""student_id"": ""HE00044"",
        ""fullname"": ""Đoàn Minh Nguyệt""
    },
    {
        ""student_id"": ""HE00045"",
        ""fullname"": ""Lý Hoàng Nam""
    },
    {
        ""student_id"": ""HE00046"",
        ""fullname"": ""Mai Bảo Châu""
    },
    {
        ""student_id"": ""HE00047"",
        ""fullname"": ""Phan Tuấn Kiệt""
    },
    {
        ""student_id"": ""HE00048"",
        ""fullname"": ""Châu Mỹ Lệ""
    },
    {
        ""student_id"": ""HE00049"",
        ""fullname"": ""Tăng Quốc Hùng""
    },
    {
        ""student_id"": ""HE00050"",
        ""fullname"": ""Kiều Diễm My""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Students', 'Users']","['AS', 'FROM', 'JOIN', 'ON', 'SELECT']"
